station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
FR31015	FR31015	FR	France	SAMONZET	1997-11-03	2011-03-17	Traffic		urban			-0.366944	43.298611	220	PAU	6499		Pau	no
FR22022	FR22022	FR	France	SARREGUEMINES	2011-05-18		Background		urban			7.083539	49.118342	217	SARREGUEMINES				no
FR23072	FR23072	FR	France	SAUTRON	1992-08-29		Industrial		suburban			-1.679178	47.266109	68		4454		Sautron	no
FR23069	FR23069	FR	France	SAVENAY	1992-01-10		Industrial		suburban			-1.954750	47.360747	16	SAVENAY	4443		Savenay	no
FR03085	FR03085	FR	France	SAZE	2003-09-19		Background		rural			4.680239	43.942860	85		3040		Saze	no
FR22019	FR22019	FR	France	SCHOENECK (19)	2004-04-26		Background	unknown	urban			6.925833	49.220364	244	SCHOENECK	5751		Schoeneck	no
FR12041	FR12041	FR	France	SICOVAL	2003-06-24		Background	urban	suburban			1.571111	43.457497	192	MONTGISCARD	3121		Montgiscard	no
FR0037A	FR0037A	FR	France	SMO Service des Mines-3 rue Marcel Sembat - 44100 Nantes	1980-07-02		Unknown		urban		Unknown	-1.578344	47.200001	35	NANTES	4499		Nantes	no
FR18046	FR18046	FR	France	SMVO Rieux	2004-11-09		Industrial		suburban			2.517444	49.297919	29	RIEUX	6020		Rieux	no
FR18051	FR18051	FR	France	SOISSONS (st. 1)	1980-01-01	1991-12-31	Background		unknown			3.223056	49.612500	26		209		Chauny	no
FR20033	FR20033	FR	France	SOLAIZE	1976-01-01		Industrial		rural			4.843342	45.649170	228		6949		Solaize	no
FR1530A	FR1530A	FR	France	SOURCES	1977-03-01		Unknown		unknown			0.221114	47.971111	0		7299		Le Mans	no
FR23182	FR23182	FR	France	SOURCES	2007-01-03		Background		urban			0.221422	47.971064	85	LE MANS	7299		Le Mans	no
FR23113	FR23113	FR	France	SQUARE DE LA GIRONDE	1999-07-06	2008-12-15	Background	urban	urban			-1.615097	47.210400	40	SAINT-HERBLAIN	4496		Saint-Herblain	no
FR24017	FR24017	FR	France	ST AUBAN	2002-12-20		Industrial	urban	suburban			6.003611	44.086386	509	CHATEAU-ARNOUX-SAINT-AUBAN	430		Château-Arnoux-Saint-Auban	no
FR14049	FR14049	FR	France	ST DIZIER Observ.	2004-11-01	2010-01-13	Background	urban	urban			4.977500	48.642222	150		5286		Saint-Dizier	no
FR29428	FR29428	FR	France	ST ETIENNE ROND PT	2000-12-27		Traffic		urban			4.411978	45.421200	584	SAINT-ÉTIENNE	4299		Saint-Étienne	no
FR20031	FR20031	FR	France	ST FONS CENTRE	1981-01-01		Industrial		suburban			4.864483	45.707747	177	SAINT-FONS	6949		Saint-Fons	no
FR20027	FR20027	FR	France	ST GENIS LAVAL	1985-01-01		Industrial		suburban			4.796122	45.693333	265		6926		Saint-Genis-Laval	no
FR37005	FR37005	FR	France	ST Industrielle	2008-02-14	2012-02-23	Industrial		unknown			-61.593075	16.241111	38		9A04		Baie-Mahault	no
FR35002	FR35002	FR	France	ST JUNIEN - Fontaine	1997-12-17		Background	urban	urban			0.900000	45.890000	227	SAINT-JUNIEN	8798		Saint-Junien	no
FR20004	FR20004	FR	France	ST JUST	1985-01-01		Background	urban	urban			4.820331	45.755317	250	LYON	6999		Lyon	no
FR14021	FR14021	FR	France	ST MEMMIE	2001-07-23	2010-09-27	Background	urban	urban			4.382500	48.953611	90		5143		Saint-Memmie	no
FR14032	FR14032	FR	France	ST PARRES AUX TERTRE	1999-06-01		Background	urban	suburban			4.117222	48.299167	110	SAINT-PARRES-AUX-TERTRES	1022		Saint-Parres-aux-Tertres	no
FR20036	FR20036	FR	France	ST PRIEST	1979-01-01	2012-01-13	Background	urban	suburban			4.913100	45.699400	195	SAINT-PRIEST	6945		Saint-Priest	no
FR20042	FR20042	FR	France	ST ROMAIN	1985-01-01		Background		suburban			4.858619	45.535000	150		6907		Saint-Romain-en-Gal	no
FR37001	FR37001	FR	France	ST de Baie mahault	2003-11-20		Background	unknown	suburban			-61.590269	16.256114	13	BAIE-MAHAULT	9A04		Baie-Mahault	no
FR37002	FR37002	FR	France	ST de Pointe à Pitre	2003-11-24		Background	unknown	urban			-61.538100	16.238700	10	POINTE-A-PITRE				no
FR37003	FR37003	FR	France	ST des Abymes	2005-12-02		Background		suburban			-61.518881	16.250000	14	LES ABYMES	9A93		Les Abymes	no
FR29437	FR29437	FR	France	ST-Just_ST-Rambert	2008-08-13	2010-12-27	Background		unknown			4.246092	45.498361	392		4231		Saint-Just-Saint-Rambert	no
FR40004	FR40004	FR	France	STADE NAUTIQUE CAYENNE	2012-05-29		Background		urban			-52.310228	4.932214	5	CAYENNE				no
FR06015	FR06015	FR	France	STATION D AVESNELLES	2001-03-20		Background	suburban	suburban			3.236670	50.173611	160		5988		Cambrai	no
FR14033	FR14033	FR	France	STE SAVINE	1999-10-01		Background	urban	urban			4.050278	48.295003	110	SAINTE-SAVINE	1028		Sainte-Savine	no
FR38004	FR38004	FR	France	STE THERESE	1999-11-17		Industrial		suburban			55.336317	-20.957142	180	LA POSSESSION	9D08		La Possession	no
FR16040	FR16040	FR	France	STG A35	2008-08-01		Traffic		urban			7.726308	48.575131	139	STRASBOURG	6799		Strasbourg	no
FR16027	FR16027	FR	France	STG Centre	1995-06-29		Background	urban	urban			7.746956	48.584164	140		6799		Strasbourg	no
FR16037	FR16037	FR	France	STG Centre 2	1999-06-21	2010-06-17	Background	urban	urban			7.743936	48.575278	139		6799		Strasbourg	no
FR16034	FR16034	FR	France	STG Clemenceau	1998-09-01		Traffic		urban			7.745058	48.590300	139	STRASBOURG	6799		Strasbourg	no
FR16038	FR16038	FR	France	STG Est	1999-09-01		Background	urban	urban			7.783117	48.570400	139	STRASBOURG	6799		Strasbourg	no
FR16033	FR16033	FR	France	STG Hoerdt	1998-01-01	2012-01-13	Industrial		rural			7.780408	48.698300	137	HOERDT	6705		Hoerdt	no
FR16012	FR16012	FR	France	STG Illkirch	1983-04-15		Traffic		suburban			7.711975	48.531113	142		6742		Illkirch-Graffenstaden	no
FR16029	FR16029	FR	France	STG Nord	1996-08-29		Background	urban	urban			7.781628	48.610300	136	STRASBOURG	6799		Strasbourg	no
FR16001	FR16001	FR	France	STG Ouest	1994-10-18		Background	urban	suburban			7.710017	48.609756	148	SCHILTIGHEI	6722		Schiltigheim	no
FR16004	FR16004	FR	France	STG Reichstett	1983-03-15	2012-01-02	Industrial		rural			7.750628	48.646400	138	REICHSTETT	6743		Reichstett	no
FR16036	FR16036	FR	France	STG Sud	1999-01-01		Background	urban	suburban			7.680100	48.522751	143		6708		Geispolsheim	no
FR16041	FR16041	FR	France	STG Sud 2	2008-09-30		Background		suburban			7.687817	48.515667	144	GEISPOLSHEI	6708		Geispolsheim	no
FR23060	FR23060	FR	France	STRASBOURG	1983-10-31		Traffic		urban			-1.553058	47.218613	8		4499		Nantes	no
FR27005	FR27005	FR	France	Sablons	2003-11-17		Background	suburban	suburban			4.772867	45.319636	138	SABLONS	3824		Roussillon	no
FR27101	FR27101	FR	France	Sablons	2003-11-17		Background		suburban			4.777508	45.323055	138		3824		Sablons	no
FR06134	FR06134	FR	France	Saint Amand	2011-07-19		Background		suburban			3.433458	50.438678	23	SAINT-AMAND-LES-EAUX				no
FR22002	FR22002	FR	France	Saint Avold	1982-01-01		Industrial		suburban		Unknown	6.713622	49.118610	250		5796		Saint-Avold	no
FR36007	FR36007	FR	France	Saint Bauzile CEC	2007-04-01		Industrial		rural			4.673586	44.675939	317	SAINT-BAUZILE	707		Saint-Bauzile	no
FR19061	FR19061	FR	France	Saint Brieuc Balzac	2000-08-01		Background	urban	urban			-2.750000	48.516669	43	SAINT-BRIEUC	2299		Saint-Brieuc	no
FR08004	FR08004	FR	France	Saint Denis	1988-07-29		Traffic		urban		Wide street: L/H > 1.5	3.875264	43.604942	38	MONTPELLIER	3499		Montpellier	no
FR14041	FR14041	FR	France	Saint Dizier	2002-06-18		Background	urban	urban			4.967508	48.645557	150		5286		Saint-Dizier	no
FR18044	FR18044	FR	France	Saint Leu Amiens	2004-09-06	2010-12-29	Background	unknown	urban			2.298611	49.899444	24		8099		Amiens	no
FR02025	FR02025	FR	France	Saint Martin de Crau	1999-06-01		Background	urban	urban			4.805281	43.632500	3		1303		Saint-Martin-de-Crau	no
FR22016	FR22016	FR	France	Saint-Avold Centre	2000-07-09	2013-07-01	Background		urban			6.703750	49.104139	229	SAINT-AVOLD	5796		Saint-Avold	no
FR21040	FR21040	FR	France	Saint-Lô Eglise	2002-04-10		Background	urban	urban			-1.084722	49.116389	56	SAINT-LO	5095		Saint-Lô	no
FR34047	FR34047	FR	France	Saint-Remy	2012-12-12		Traffic		urban			1.233781	48.760889	104	SAINT-REMY-SUR-AVRE				no
FR25501	FR25501	FR	France	Saint-Saens	2012-01-01		Background		rural			1.284300	49.671300	104	SAINT-SAENS				no
FR05072	FR05072	FR	France	Sainte Adresse	1997-08-21		Background		urban			0.084614	49.503861	51	SAINTE-ADRESSE	7656		Sainte-Adresse	no
FR11030	FR11030	FR	France	Salome Ecoles	1997-12-18		Background	suburban	suburban			2.839000	50.532031	22	SALOME	5907		Salomé	no
FR02016	FR02016	FR	France	Salon de Provence	1979-01-01	2013-02-18	Background	urban	urban			5.091944	43.638053	75	SALON-DE-PROVENCE	1332		Salon-de-Provence	no
FR18035	FR18035	FR	France	Salouel	1998-11-23		Background	urban	suburban			2.239806	49.868889	30	SALOUËL	8013		Salouël	no
FR10025	FR10025	FR	France	Sangatte	2000-11-02		Background	suburban	suburban			1.768940	50.949900	2	SANGATTE	6298		Calais	no
FR34009	FR34009	FR	France	Saran	2012-01-01		Industrial		urban			1.872800	47.953100	122	SARAN				no
FR22015	FR22015	FR	France	Sarreguemines(15)	1999-01-22	2011-06-03	Background	urban	suburban			7.071028	49.109111	211	SARREGUEMINES	5730		Sarreguemines	no
FR02021	FR02021	FR	France	Sausset les Pins	1989-02-01		Industrial	suburban	suburban			5.117778	43.331389	17	SAUSSET-LES-PINS	1348		Châteauneuf-les-Martigues	no
FR30028	FR30028	FR	France	Schlucht	1996-09-19		Background	rural	rural			7.011114	48.051117	1200	XONRUPT-LONGEMER	8814		Gérardmer	no
FR01018	FR01018	FR	France	Scy-Chazelles	2000-09-28		Background	urban	suburban			6.122775	49.107503	170	SCY-CHAZELLES	5737		La Maxe	no
FR07029	FR07029	FR	France	Sembadel	2004-07-09		Background	rural	rural			3.687917	45.274725	1060	SEMBADEL	4307		Sembadel	no
FR08213	FR08213	FR	France	Sernhac	1992-08-01		Industrial		rural			4.563622	43.913334	25		3006		Sernhac	no
FR19008	FR19008	FR	France	Serv Tech Guipry	2008-12-17		Background		rural			-1.836667	47.831944	30	GUIPRY				no
FR01063	FR01063	FR	France	Serémange-Erzange (2012_Florange_Benzène_TP)	2012-01-01		Industrial		urban			6.103100	49.320800	173	SERÉMANGE-ERZANGE				no
FR07042	FR07042	FR	France	Site autoroutier A71	2011-12-22		Unknown		unknown			3.142722	45.783694	333	CLERMONT-FERRAND				no
FR82220	FR82220	FR	France	Sochaux Mairie	2012-01-01		Industrial		urban			6.831800	47.513100	321	SOCHAUX				no
FR13004	FR13004	FR	France	Sochaux ateliers	1993-06-01	2009-01-05	Industrial		urban			6.828911	47.516650	320	SOCHAUX	2531		Sochaux	no
FR06019	FR06019	FR	France	Somain Salengro	2004-01-01		Industrial		unknown			3.280555	50.358334	22		5942		Somain	no
FR07015	FR07015	FR	France	Sommet du Puy de Dom	1994-03-29		Background	rural	rural			2.964583	45.772167	1450	ORCINES	6361		Orcines	no
FR22014	FR22014	FR	France	Spicheren(14)	1998-01-01		Background	suburban	suburban			6.957444	49.195389	338	SPICHEREN	5751		Schoeneck	no
FR09103	FR09103	FR	France	Square Pablo Casals	2004-10-18		Background	urban	urban			0.167167	45.647417	83	ANGOULÊME	1698		Angoulême	no
FR06004	FR06004	FR	France	St Amand Bracke	1998-12-02	2010-02-04	Background	urban	urban			3.443056	50.437778	26		5996		Saint-Amand-les-Eaux	no
FR14042	FR14042	FR	France	St DIZIER L. Michel	2010-01-14		Background		urban			4.966111	48.645836	147	SAINT-DIZIER	5286		Saint-Dizier	no
FR08712	FR08712	FR	France	St Estève	1998-10-06		Background	urban	suburban			2.839872	42.719833	61	SAINT-ESTEVE	6630		Saint-Estève	no
FR17003	FR17003	FR	France	St FERJEUX R du	1994-06-29		Traffic		suburban		Unknown	5.990006	47.235279	260		2599		Besançon	no
FR33302	FR33302	FR	France	St Germain/Rhône	2002-10-31		Background		rural			5.820833	46.072222	477	SAINT-GERMAIN-SUR-RHONE	7424		Saint-Germain-sur-Rhône	no
FR18010	FR18010	FR	France	St Gobain Sinceny	1989-12-01		Background	rural	rural			3.284444	49.577778	72		209		Sinceny	no
FR34014	FR34014	FR	France	St Jean	1998-01-01		Background	urban	urban			1.966347	47.918078	111	SAINT-JEAN-DE-BRAYE	4536		Saint-Jean-de-Braye	no
FR33112	FR33112	FR	France	St Julien Montdenis	2000-11-09		Traffic		urban			6.412222	45.249167	653	SAINT-JULIEN-MONT-DENIS	7325	0	Saint-Julien-Mont-Denis	no
FR33114	FR33114	FR	France	St Julien trafic	2011-11-15		Traffic		urban			6.397014	45.252580	604	SAINT-JULIEN-MONT-DENIS				no
FR15038	FR15038	FR	France	St Martin d'Heres	1998-08-25		Background	urban	urban			5.753100	45.182800	219	SAINT-MARTIN-D'HERES	3897		Saint-Martin-d'Hères	no
FR08021	FR08021	FR	France	St Martin de Londres	2000-07-12		Background		suburban			3.733333	43.816666	80		3432		Notre-Dame-de-Londres	no
FR10041	FR10041	FR	France	St Omer Ribot	2005-09-07		Background		urban			2.254722	50.748333	16	SAINT-OMER	6299		Saint-Omer	no
FR18053	FR18053	FR	France	St Pierre Amiens	2010-12-14		Background		urban			2.304600	49.902500	28	AMIENS				no
FR10007	FR10007	FR	France	St Pol/mer Nord	1998-11-26		Background		suburban			2.335556	51.033058	3	SAINT-POL-SUR-MER	5926		Saint-Pol-sur-Mer	no
FR02023	FR02023	FR	France	St Remy de Provence	1999-05-12		Background	rural	rural			4.833333	43.788333	60	SAINT-RÉMY-DE-PROVENCE	1331		Saint-Rémy-de-Provence	no
FR05010	FR05010	FR	France	St Romain de Colbosc	1976-01-01		Background	suburban	suburban			0.358733	49.528928	117	SAINT-ROMAIN-DE-COLBOSC	7648		La Cerlangue	no
FR05071	FR05071	FR	France	St Vigor Ecole	1998-04-15	2011-02-04	Industrial		rural			0.359497	49.493800	125	SAINT-VIGOR-D'YMONVILLE	7648		La Cerlangue	no
FR01022	FR01022	FR	France	St-Julien-lès-Metz	2001-06-12		Industrial		urban			6.207225	49.131114	227	SAINT-JULIEN-LÈS-METZ	5720		Saint-Julien-lès-Metz	no
FR28022	FR28022	FR	France	St-Laurent-Blangy	2008-09-12		Background		suburban			2.807369	50.308864	90	SAINT-LAURENT-BLANGY	6296		Arras	no
FR30023	FR30023	FR	France	St-Nicolas	1995-07-03		Background	suburban	urban			6.304828	48.633339	210	SAINT-NICOLAS-DE-PORT	5425		Saint-Nicolas-de-Port	no
FR19081	FR19081	FR	France	StMalo Courtoisville	2001-09-25		Background	urban	urban			-1.994167	48.654997	10	SAINT-MALO	3596		Saint-Malo	no
FR12053	FR12053	FR	France	Stade Travet CASTRES	2011-01-09		Background		urban			2.230000	43.610556	183	CASTRES				no
FR39014	FR39014	FR	France	Stade_Bellefontaine	2012-01-01		Industrial		suburban			-61.150100	14.666200	13	BELLEFONTAINE				no
FR26018	FR26018	FR	France	Stat A6 BLIGNY Les B	2002-02-28	2011-03-09	Traffic	urban	rural			4.850000	46.990000	200	BLIGNY-LÈS-BEAUNE	2106		Bligny-lès-Beaune	no
FR26019	FR26019	FR	France	Station AUXERRE	2003-12-29		Background		urban			3.576389	47.800556	96	AUXERRE	8998		Auxerre	no
FR26007	FR26007	FR	France	Station BALZAC	1993-01-01		Background	urban	urban			5.046944	47.341389	251	DIJON	2199		Dijon	no
FR38012	FR38012	FR	France	Station Bonsenf	2007-08-01		Background		urban			55.471928	-21.342914	5	SAINT-PIERRE	9D98		Saint-Pierre	no
FR38016	FR38016	FR	France	Station Bourg-Murat	2008-02-22		Background		rural			55.582619	-21.204814	1601	LE TAMPON	9D99		Le Tampon	no
FR26010	FR26010	FR	France	Station DAIX	1996-02-20		Background	suburban	suburban			5.002222	47.345553	350	DAIX	2143		Daix	no
FR42005	FR42005	FR	France	Station Koutio	2007-04-03		Background		suburban			166.472092	-22.214159	10					no
FR42004	FR42004	FR	France	Station Les Lys	2007-04-03		Background		urban			166.441940	-22.300331	6					no
FR42001	FR42001	FR	France	Station Logicoop	2007-04-03		Industrial		urban			166.433578	-22.235315	55					no
FR38011	FR38011	FR	France	Station Luther King	2007-04-04		Background		urban			55.459061	-21.334406	17	SAINT-PIERRE	9D98		Saint-Pierre	no
FR26011	FR26011	FR	France	Station MARSANNAY	1998-01-01		Background	urban	suburban			5.006394	47.278332	240		2138		Marsannay-la-Côte	no
FR26015	FR26015	FR	France	Station MONT AFRIQUE	2001-07-01		Background	suburban	rural			4.922505	47.285831	660		2139		Flavignerot	no
FR26012	FR26012	FR	France	Station MORVAN	1997-11-17		Background	rural	rural			4.098333	47.275000	620	SAINT-BRISSON	5814		Saint-Brisson	no
FR38098	FR38098	FR	France	Station Mobile	2005-02-24		Industrial		suburban			55.403064	-21.277075	53	SAINT-LOUIS	9D96		Saint-Louis	no
FR26017	FR26017	FR	France	Station NEVERS ISAT	2000-07-21		Background	urban	urban			3.170833	46.996669	178	NEVERS	5899		Nevers	no
FR26001	FR26001	FR	France	Station PASTEUR	1993-01-01		Traffic	suburban	urban			5.041389	47.318611	240	DIJON	2199		Dijon	no
FR26005	FR26005	FR	France	Station PEJOCES	1994-01-01		Background	suburban	urban			5.066111	47.308056	255	DIJON	2199		Dijon	no
FR42003	FR42003	FR	France	Station Paul Boyer	2007-04-03		Background		urban			166.452728	-22.278872	50					no
FR26016	FR26016	FR	France	Station SENS	2000-06-15		Background	urban	urban			3.277222	48.200556	67	SENS	8999		Sens	no
FR06022	FR06022	FR	France	Station SNET	2008-03-13		Industrial		suburban			3.336389	50.364164	29	HORNAING	5942		Hornaing	no
FR26002	FR26002	FR	France	Station TARNIER	1993-01-01		Background	urban	urban			5.020000	47.304164	241	DIJON	2199		Dijon	no
FR38010	FR38010	FR	France	Station TITAN	2006-02-06		Industrial		suburban			55.290600	-20.943006	20	LE PORT	9D91		Le Port	no
FR26014	FR26014	FR	France	Station TREMOUILLE	2004-04-21		Traffic		urban			5.058333	47.340278	240	DIJON	2199		Dijon	no
FR38013	FR38013	FR	France	Station Trafic	2007-08-21		Traffic		urban			55.473425	-20.885886	5	SAINT-DENIS	9D93		Saint-Denis	no
FR22054	FR22054	FR	France	Station de FORBACH	2011-09-05		Background		urban			6.910867	49.187419	233	FORBACH				no
FR42002	FR42002	FR	France	Station de Montravel	2007-04-03		Industrial		urban			166.454269	-22.251167	11					no
FR02024	FR02024	FR	France	Ste Maries de la Mer	1999-06-01		Background	rural	rural			4.426667	43.457222	2	SAINTES-MARIES-DE-LA-MER	1330		Saintes-Maries-de-la-Mer	no
FR16009	FR16009	FR	France	Strasb.Ampere	1988-01-15	2001-04-25	Industrial		suburban			7.785297	48.561943	139		6799		Strasbourg	no
FR16014	FR16014	FR	France	Strasbourg Rhin	1987-09-01		Industrial		suburban			7.796400	48.573055	139		6799		Strasbourg	no
FR31002	FR31002	FR	France	TALENCE	1998-02-24		Background	urban	urban			-0.588056	44.800556	20	TALENCE	3356		Talence	no
FR31026	FR31026	FR	France	TARTAS Pelletrin	1998-02-12		Industrial		rural			-0.810833	43.838333	22	TARTAS	4099		Tartas	no
FR31025	FR31025	FR	France	TARTAS Pompage	1998-02-07		Industrial		suburban			-0.805839	43.836945	10		4099		Tartas	no
FR33414	FR33414	FR	France	TERMIGNON	2011-05-19		Background		rural			6.849756	45.261733	2405	TERMIGNON				no
FR20037	FR20037	FR	France	TERNAY	1982-01-01		Background	urban	suburban			4.802200	45.601900	235	TERNAY	6938		Ternay	no
FR23031	FR23031	FR	France	THEATRE GRASLIN	1977-03-01	1999-05-27	Background		urban		Unknown	-1.561400	47.218613	28	NOT SUBMITTED	4499		Nantes	no
FR33260	FR33260	FR	France	THONON les Bains	2003-05-08		Background	urban	urban			6.484722	46.374444	425	THONON-LES-BAINS	7495		Thonon-les-Bains	no
FR14009	FR14009	FR	France	TINQUEUX	2001-03-01	2011-05-05	Background	urban	suburban			3.992778	49.246111	90	TINQUEUX	5119		Tinqueux	no
FR03063	FR03063	FR	France	TOULON ARSENAL	1998-03-20		Background	urban	urban			5.929328	43.122814	2	TOULON	8399		Toulon	no
FR03066	FR03066	FR	France	TOULON CENTRE FAYETT	2001-07-27		Background		urban			5.935017	43.120831	5		8399		Toulon	no
FR03062	FR03062	FR	France	TOULON CHALUCET	1997-06-23		Background		urban			5.927700	43.127397	15	TOULON	8399		Toulon	no
FR03061	FR03061	FR	France	TOULON CLOS OLIVE	1997-07-03		Background	suburban	suburban			5.899458	43.146389	59		8399		Toulon	no
FR03068	FR03068	FR	France	TOULON FOCH	2002-02-01		Traffic		urban			5.921936	43.126786	7	TOULON	8399		Toulon	no
FR21007	FR21007	FR	France	TOUR LEROY	1979-04-01		Background	urban	urban			-0.358897	49.184444	15		1497		Caen	no
FR18079	FR18079	FR	France	TRAFIC AMIENS	2012-09-27		Traffic		urban			2.282500	49.877219	68	AMIENS				no
FR12054	FR12054	FR	France	TRAFIC_TOULOUSE	2012-11-14		Traffic		urban			1.467650	43.643056	145	TOULOUSE				no
FR04319	FR04319	FR	France	TREMBLAY-EN-FRANCE	1998-05-14		Background	urban	suburban			2.575278	48.955553	65	TREMBLAY-EN-FRANCE	9333		Tremblay-en-France	no
FR23049	FR23049	FR	France	TREVENEUC	1989-05-25		Industrial		rural			-2.104169	47.327778	4		4447		Donges	no
FR35006	FR35006	FR	France	TULLE - Hugo	1998-11-09		Background	unknown	urban			1.760000	45.260000	264	TULLE	1999		Tulle	no
FR35023	FR35023	FR	France	TULLE - Victor Hugo	2013-02-18		Traffic		urban			1.763889	45.263614	222	TULLE				no
FR05069	FR05069	FR	France	Tancarville Mairie	1997-09-08		Industrial		suburban			0.451756	49.487683	96	TANCARVILLE	7648		La Cerlangue	no
FR17014	FR17014	FR	France	Tavaux	2000-06-26		Industrial	suburban	rural			5.400897	47.042611	192	TAVAUX	3909		Tavaux	no
FR0733A	FR0733A	FR	France	Terreaux-rue Puy Gaillot	1985-01-01		Traffic		urban			4.833333	45.766666	166	LYON	6999		Lyon	no
FR08715	FR08715	FR	France	Terrus	2000-03-01		Traffic		urban			2.888336	42.737499	25		6699		Perpignan	no
FR16052	FR16052	FR	France	Thann	1989-09-15		Industrial		urban			7.105589	47.810900	343	THANN	6825		Thann	no
FR16508	FR16508	FR	France	Thann 2	2012-01-01		Background		urban			7.104700	47.814400	349	THANN				no
FR01003	FR01003	FR	France	Thionville-Autoroute	1990-06-01		Traffic	rural	rural			6.149442	49.349442	155		5797		Thionville	no
FR01020	FR01020	FR	France	Thionville-Centre	1999-07-08		Background	urban	urban			6.156942	49.358336	154	THIONVILLE	5797		Thionville	no
FR01021	FR01021	FR	France	Thionville-Garche	2000-11-23		Background	urban	suburban			6.201392	49.394444	151	THIONVILLE	5797		Thionville	no
FR01019	FR01019	FR	France	Thionville-Piscine	1998-01-28		Background	urban	urban			6.160831	49.368611	156	THIONVILLE	5797		Thionville	no
FR30024	FR30024	FR	France	Tomblaine	1995-12-12	2013-07-02	Background	urban	suburban			6.221456	48.688383	217	TOMBLAINE	5440		Fléville-devant-Nancy	no
FR05082	FR05082	FR	France	Touques	2003-05-27		Background	suburban	suburban			0.109253	49.348000	45	TOUQUES	1435		Touques	no
FR04057	FR04057	FR	France	Tour Eiffel 1er étage	1993-01-09		Background	suburban	suburban			2.294175	48.858334	31		7599		Paris	no
FR04299	FR04299	FR	France	Tour Eiffel 3e etage	1993-06-25		Background	suburban	urban			2.295000	48.858333	57	PARIS 7E  ARRONDISSEMENT	7599		Paris	no
FR0526A	FR0526A	FR	France	Tour Leroy - Bd des Allies	1976-11-20		Traffic		urban		Unknown	-0.357506	49.185001	5	CAEN	1497		Caen	no
FR11027	FR11027	FR	France	Tourcoing Centre	1997-10-21		Background	urban	urban			3.159958	50.725450	40	TOURCOING	5997		Tourcoing	no
FR34507	FR34507	FR	France	Tours Jean Jaurès	2012-01-01		Traffic		urban			0.690000	47.389700	58	TOURS				no
FR34026	FR34026	FR	France	Tours péri-urbaine	2006-07-01		Background		suburban			0.716944	47.469444	107	CHANCEAUX-SUR-CHOISILLE	3724		Chanceaux-sur-Choisille	no
FR18089	FR18089	FR	France	Trafic Beauvais 1	2010-08-02		Traffic		urban			2.084292	49.435933	72	BEAUVAIS				no
FR15114	FR15114	FR	France	Trièves	2011-03-18	2012-10-05	Background		rural			5.695878	44.788164	762	ORNON				no
FR23058	FR23058	FR	France	USINE DES EAUX	1987-07-01		Background		suburban			-1.521947	47.220554	15		4499		Nantes	no
FR33702	FR33702	FR	France	Ugine_Ugitech	2009-01-01		Industrial		unknown			6.416667	45.752220	0		7328		Ugine	no
FR33720	FR33720	FR	France	Ugine_musée	2012-01-01		Industrial		rural			6.420800	45.746700	413	UGINE				no
FR20008	FR20008	FR	France	VAISE MARIETTON	1983-01-01	2012-10-05	Traffic		urban			4.803600	45.776900	168	LYON	6999		Lyon	no
FR25023	FR25023	FR	France	VAL DE REUIL TRANSVA	1993-01-26		Industrial	suburban	suburban			1.220003	49.270000	10		2743		Val-de-Reuil	no
FR03037	FR03037	FR	France	VALLEE HUVEAUNE	1995-07-01		Background	urban	suburban			5.512092	43.283133	72	LA PENNE-SUR-HUVEAUNE	1399		Marseille	no
FR09002	FR09002	FR	France	VAUGOIN	1992-02-01	2012-01-19	Background	urban	suburban			-1.186286	46.163003	13	LA ROCHELLE	1798		La Rochelle	no
FR20046	FR20046	FR	France	VAULX EN VELIN	2004-05-14		Background	suburban	urban			4.924919	45.778906	173	VAULX-EN-VELIN	6946		Vaulx-en-Velin	no
FR11032	FR11032	FR	France	VAscq / Rameau	1999-07-01		Background	urban	suburban			3.143064	50.623886	27		5984		Villeneuve-d'Ascq	no
FR29427	FR29427	FR	France	VEAUCHE	1998-12-08		Industrial	suburban	suburban			4.298625	45.559723	389		4223		Veauche	no
FR14013	FR14013	FR	France	VENISE	2010-01-05		Traffic		urban			4.034142	49.247700	82	REIMS	5199		Reims	no
FR20043	FR20043	FR	France	VENISSIEUX	1981-01-01		Industrial		suburban			4.875564	45.690002	215		6997		Vénissieux	no
FR20060	FR20060	FR	France	VENISSIEUX Village	2004-04-15		Industrial		suburban			4.883636	45.703878	196	VÉNISSIEUX	6997		Vénissieux	no
FR20064	FR20064	FR	France	VERNAISON	2009-03-20		Industrial		suburban			4.816911	45.650614	165	VERNAISON	6948		Irigny	no
FR04029	FR04029	FR	France	VERSAILLES	1990-11-16		Background		suburban			2.130556	48.799167	125	VERSAILLES	7899		Versailles	no
FR23131	FR23131	FR	France	VERT GALANT CFPA	2002-07-15		Background	urban	urban			0.215847	47.966667	85		7299		Le Mans	no
FR12025	FR12025	FR	France	VICTOR HUGO	1997-11-01	2012-01-17	Background	urban	urban			0.067500	43.233889	305	TARBES	6599		Tarbes	no
FR23061	FR23061	FR	France	VICTOR HUGO	2003-07-23		Traffic		urban			-1.552781	47.287498	6		4407		La Chapelle-sur-Erdre	no
